,indice_Termini_Diretti,indice_Alimentari,indice_Energia,indice_Abitazione,indice_Trasporti,indice_Politiche_Economiche,indice_Aspettative_Consumatori,indice_Sanita,indice_Ricreazione,indice_globale,indice_Inflazione_Aggregato
2018-03-01,0.8500897536175618,1.4300364152485037,0.44415321990804685,1.338301053439419,0.6297015773460976,0.8540549577423013,-0.00448479020302449,1.106035364894046,1.2107396770205068,2.551934447650865,-0.7415940114858475
2018-04-01,-0.26054741377571455,1.0938635471388647,0.26823238789088527,0.6749583000423734,0.27318885303138274,-0.11109123841040658,0.19486001694570948,1.001006122438722,0.16536415628661258,1.2948516675840367,-0.7781528800344876
2018-05-01,0.7619647543414885,0.6639871490876813,0.3836976302829051,1.3103384348990859,0.26800593127252725,4.977902437547494,0.1680606224614176,0.8186310171712153,0.4204894782279088,2.209786250629019,-0.27167313851211405
2018-06-01,-0.17242241449964119,0.5371185627598204,0.06777756558416133,1.5620020017620846,0.417988245346288,3.3038316269894743,-0.20382959735175848,0.5566890837571412,0.5920879256686302,1.58316301436759,-0.7340892478548251
2018-07-01,1.320477370939292,0.3693257638606046,0.24369839760132286,1.5340393832217514,1.6920206553285257,-0.13226283934470787,-0.40317440450049236,0.7667475686677894,0.055553198424992734,1.7983782278087863,-1.1071636999001175
2018-08-01,0.44031097613593123,0.45351579846581624,-0.24175821519160887,0.6964603401516212,1.698323436290338,0.3617410746913927,-0.4299737989847843,0.5541553234409865,0.8425386231924868,1.3735313565329077,-0.9315375230428854
2018-09-01,0.5401232529815211,0.5388729019111148,0.24369839760132286,1.478114146141085,4.2857851170626216,2.3121716579657967,0.16458865008129106,0.9236602596265395,1.5211229404906967,3.546298750059486,-0.7871452243286756
2018-10-01,0.47479400510935815,1.393200679508617,0.4773518508144943,1.2544131978184194,1.665672343414207,5.371583710843144,-0.30350200092612545,0.8679807053584866,0.8715124813603357,2.9765288388482407,-0.6661233025016462
2018-11-01,1.0380270297392251,1.6890291335757806,0.6750837046920865,1.679275755056834,1.2125693687871075,2.8073212334201694,-0.30350200092612545,0.6060387719444124,1.3790733504361241,3.096983342094581,-0.5596038236568863
2018-12-01,0.9271062790592414,1.3066765072232314,0.441430251478915,0.890899156794088,0.005450898489774135,1.718285447310067,0.16458865008129106,-0.25459913079383795,2.7078431260829956,2.2479231742713783,-0.7871452243286756
2019-01-01,1.4903393036891086,1.1371293691727213,0.6173510834960766,1.4221889090604185,1.537378893121304,0.7215702442286243,0.26426105365565805,1.318627610120849,1.6026649653806357,3.281092344816887,-0.4237311086449733
2019-02-01,0.7619647543414885,2.7589388353254103,1.009153475757419,1.3942262905200855,1.1851011976698318,0.7931595704438029,-0.20382959735175848,1.0780391902691349,0.9563192802753785,3.362113815534131,-0.4915361462105253
2019-03-01,0.37498172826376824,1.0500179265761285,0.9514208545614092,1.3662636719797523,1.1128323699187277,0.3108830052896958,0.363933457230025,1.339981123683209,0.7577318242774441,2.647970997366114,-0.7346596241844718
2019-04-01,0.37498172826376824,0.8822251276769124,0.441430251478915,1.3103384348990859,0.6997715494368196,0.29495023536420517,-0.00448479020302449,0.66425208652862,2.0832368258992116,2.268534209317034,-0.8306015623341227
2019-05-01,0.37498172826376824,0.9249036793995616,0.3259650090868952,1.3662636719797523,1.226091244710636,1.0957461781522548,0.46360586080439203,1.262948055852796,0.7867056824452929,2.491140042642802,-0.7112259552474202
2019-06-01,-0.2833431651796248,0.07174297064214662,0.010044944388151412,1.5899646203024178,1.8665861287762644,2.3326063818570315,-0.20382959735175848,0.7692813289839442,-0.002969517129004989,1.6216054748239557,-0.6591889152002705
2019-07-01,-0.8921676926173124,0.2395357695413624,0.010044944388151412,1.617927238842751,1.4940909360649417,1.0852685161346336,-0.10415719377739148,0.8717768111231137,0.44805348600342193,1.4959652839056905,-1.0843025810031781
2019-08-01,-0.5279804179435025,0.24129010869265677,0.24369839760132286,0.7244229586919544,2.08187991245211,1.42510330590145,0.16458865008129106,0.50733939556987,2.463120537299938,2.188137133275008,-1.1815953883182078
2019-09-01,-0.3400431418218393,0.32664721213795533,0.5532341783770931,1.478114146141085,4.735045903200988,1.7067019096266463,0.363933457230025,1.0755054299529803,2.5106655204773967,3.892458418535175,-0.9770518180411446
2019-10-01,0.1303444754998906,1.3487677886346734,0.5532341783770931,1.2823758163587526,2.2992098693308165,0.36624302865713687,-0.00448479020302449,1.3956606779512621,1.7742634128213572,3.175777836054043,-0.7871452243286756
2019-11-01,0.15314022690380089,1.6890291335757806,0.5018858411040568,1.7072383735971672,0.840074176075785,0.36624302865713687,0.46360586080439203,1.2324181209117302,1.7452895546535085,3.03529327522486,-0.8721175355973059
2019-12-01,-0.20632663973794535,1.56158074871904,0.44415321990804685,0.890899156794088,0.3189374025608241,0.0987344421485654,1.2307137225349094,0.11237204507556042,3.183870288162,2.6516669863388636,-0.8936647031734355
2020-01-01,0.29796520282208866,1.4834030029299001,1.1028076962890083,1.958901940460166,1.5100734044615496,0.06163007128877346,1.6671998780595962,1.8981910312170502,2.728302586590001,4.476387221602587,-0.620572089658818
2020-02-01,-0.3486724130517879,0.967582231122211,0.8691542430758369,1.1984879607377532,0.5657717037596667,-0.20617504814204485,0.3095827692456776,1.1362525048533425,0.44805348600342193,1.906912063996868,-0.8155898613616122
2020-03-01,0.8278728059487744,1.182898801720061,1.006430507328287,-0.22630607167937408,-0.9273650994914409,4.155341827980648,0.4243055215456457,-0.09104377877253685,-1.4062681043807959,0.7621057207790507,-0.28554191311486543
2020-04-01,1.9888218841819352,3.530155238219147,1.2950936133083366,0.025357495183624634,-0.8843388792477761,3.6394699062378946,0.853095833294316,-1.112390478234164,-1.0380670505527758,2.058212679646805,0.16903532614767963
2020-05-01,2.1564426115041333,1.8207429398796262,0.7509660322546853,2.1826028887828315,0.26403263922198206,2.357686870912583,3.8478547401879704,-0.5114735435756027,-0.43851316637218946,3.5692707432366513,0.20519484331772364
2020-06-01,1.305460033907013,1.2224864726180198,0.7868876315902645,2.7418552595894954,1.5668832374414403,0.7075200127644725,2.5849818964593414,0.619969918973658,0.013789761174705265,3.7395950312465542,-0.6661233025016462
2020-07-01,0.17202711510982638,0.621308597365032,0.4773518508144943,2.4342664556458304,1.4673089210305819,-0.009959254926405096,2.9140998046336444,0.6667858468447747,0.09789163489358013,3.0062340857677263,-1.1221754008726281
2020-08-01,0.038310613025932354,0.967582231122211,0.6532726828316558,1.5899646203024178,1.1132567891889462,-0.5819369876047671,2.2013426308874746,0.040406497877456746,0.8463783964358909,2.4803013437479433,-1.0843025810031781
2020-09-01,0.28294786578981007,1.1371293691727213,0.4773518508144943,1.4221889090604185,3.0160775064489798,-0.34673428506799675,2.2784395113734397,1.2161321279816795,0.9293302717181655,3.6714617576380677,-0.9540539876464185
2020-10-01,-0.02701863484623063,1.6054263692817763,0.18596577640531298,1.1146001051167536,0.25474579216169596,-0.16907067728225292,1.4208588878760993,0.7718150893000988,-0.43092495386887003,1.771866604722653,-0.9161811677769683
2020-11-01,1.5476180840664457,2.2890399399886814,0.2618481039679117,1.0027496309554207,-1.294677370443908,-0.007339839421999806,2.1101179701048878,0.25046498278810503,-0.5850591978097133,1.890823226350458,-0.6661233025016462
2020-12-01,1.3596808079447826,1.9421865077026226,0.5777681686666555,0.8349739197134217,-1.343446442047907,-0.2565927734229222,1.6051533462992322,0.38349039986834027,0.410964673170574,1.9317269268239317,-0.8086554740602365
2021-01-01,1.0836185325470455,1.9476115262074871,1.1850743077745804,1.9309393219198328,-0.3080356055812757,-0.13196630642246096,1.0456673650960129,0.7692813289839442,-0.46678209934387044,2.55780245850935,-0.46924540364323264
2021-02-01,0.6699308918675302,1.4762236452737414,1.360995139791742,1.3662636719797523,-0.3510618258249406,1.4460181596659774,0.4243055215456457,1.0805729505852897,-0.15582383665538024,2.3400898297055432,0.015251331760686012
2021-03-01,1.4163807845869967,1.4317907543997979,1.1850743077745804,1.2823758163587526,-0.9761341710954397,-0.4899129374983539,1.037390291717449,0.9261940199426941,-0.46678209934387044,2.0055173465525633,-0.04578022629111744
2021-04-01,1.0293977585092766,1.3891122026771485,0.811421621879827,1.5620020017620846,-0.6298610638169986,-0.4713607520684579,1.098514255048833,1.2956989561282473,-0.46678209934387044,2.1219834343387327,-0.3338454492232111
2021-05-01,1.0293977585092766,0.9693365702735054,0.5532341783770931,1.4501515276007517,-0.008070977433754432,-0.326299561176762,0.7458982553571485,1.1881359533567684,-0.2561099894596653,1.9683366857519276,0.09547448111039251
2021-06-01,0.09501058966814677,0.4961943501884655,0.06777756558416133,1.6738524759234175,0.8952406762273243,-0.4694782136071191,1.1135646037744342,0.7463526749913423,0.27971981258780426,1.823164002790545,-0.3959935594394705
2021-07-01,-0.015910161011836902,0.20153296496138878,0.5350844720105042,2.0148271775408326,0.7209369395922828,-1.0274057148213291,0.7383730809943478,1.7246795523464802,1.6188923213929138,2.544347026420107,-0.7732764497259242
2021-08-01,0.015514861622022032,0.7997894322229951,0.4773518508144943,1.5060767646814182,2.205080211491511,-1.0274057148213291,1.1067913284273974,0.9844073345269018,1.2113146762388067,2.7799046082427497,-0.9401852130436671
2021-09-01,0.7580558911436036,1.274098721148122,1.4700760982607883,1.5620020017620846,4.08469936539322,-0.614539404498815,0.5775767140885965,1.615854204126529,0.8445234728031228,4.221437625811523,-0.4029279467408463
2021-10-01,1.0293977585092766,1.612605726937935,1.8010450874993909,1.17052534219742,1.856906441341469,-0.6675765452840976,0.7233227322687467,1.353912270712455,1.0128571462187403,3.684770989444412,0.10719494817526054
2021-11-01,1.3393642591453172,1.6065934381218632,1.1605403174850182,1.1425627236570868,0.6817529078373513,-0.5615022637135324,2.0188933093223014,1.8259126890371773,0.5263789939248775,3.5876005840690133,0.7768491153727245
2021-12-01,1.0293977585092766,1.3937879498198245,1.4946100885503508,0.8629365382537549,-0.5524093143070392,-0.614539404498815,2.5167242565809436,1.0426206491111094,1.3790733504361241,3.1625639792778424,0.80415165973975
2022-01-01,1.737455759057431,1.390866541828443,2.903292905149952,1.958901940460166,0.09396393145018307,-0.39977142585327935,1.590102997573631,2.2765595937995395,0.4204894782279088,4.404047399393416,1.290674886448959
2022-02-01,1.4725019574940883,1.7353858364343278,5.632945990005316,1.9868645590004992,1.1698048853561398,0.3869742854706184,2.8395999600214026,2.5410352875297684,0.39151562006005997,6.501371235515092,1.6624718743371707
2022-03-01,2.782184874843422,4.170920784370093,12.538526501909208,2.0148271775408326,1.3305867460676526,0.15627353689959209,3.781271567754316,2.8029772209438426,0.7031788079447181,11.036126266764532,1.8273924042008096
2022-04-01,2.0246265082895616,2.2434399802746507,3.4256094643431725,1.4501515276007517,1.4537870451070531,-0.4713607520684579,2.119317611912432,2.482821972945561,1.6471612543645948,5.948718961610373,1.2192696141422394
2022-05-01,1.8594849835718088,1.9072671121650118,2.2505801009567437,2.0987150331618323,1.5853262983111274,-0.09559881260573558,4.791371484778844,2.86119053552805,1.279665125732743,6.544457136735774,1.9108164369130871
2022-06-01,2.4722183742073813,1.5598264095677459,3.2102236394284813,2.0987150331618323,2.1213256810197394,0.5272369894743233,4.116410852259893,2.0967182488481875,1.7326729784758057,6.828031928101069,2.621069373040216
2022-07-01,1.614847730807931,1.2207321334667254,2.5174321850763626,2.1826028887828315,1.9738039594190575,0.20218930821472522,3.565372613848454,2.044834800344762,1.3657518490622536,5.832384288450028,2.349995620758379
2022-08-01,1.481131228724037,1.602504961290395,3.203343620176018,2.0148271775408326,3.085452038606963,-0.06487893417302644,3.4053281459584657,1.8815922433052301,2.354589503852786,6.671535135764302,1.4091314246671283
2022-09-01,1.913705757609578,2.6294707577630976,4.472405017491635,1.9309393219198328,6.80054426696376,0.4726138431499489,3.442202118756706,2.03850493426398,1.463880149351167,8.796773930444061,2.3065440650596996
2022-10-01,1.8483765097374147,3.311160516485399,4.472405017491635,1.17052534219742,3.281354868517509,0.20480872371913061,3.780519668738552,2.59038497571704,1.3238154089072305,7.873828579175724,2.4808927777598515
2022-11-01,1.9592972604173986,2.922208331005571,3.246027316832169,1.6513131365165008,1.4618642624590292,-0.0815485811415837,4.7621933557566205,2.6954142181723637,1.3238154089072305,7.178623815581278,3.1053047329480123
2022-12-01,1.7916765330952003,2.7918385381574486,2.7605707040392375,0.7790486826327553,0.9177876623984417,-0.27776437435722345,3.0451869719039806,1.9121221782462958,3.1003434136614247,6.048613796125063,1.8279627805304566
2023-01-01,2.2236722582456188,2.663215612678294,5.1534310494001385,1.7911262292181667,2.126942305898636,0.13510193596529077,2.783966302408099,3.173744502577868,3.3113184524282335,8.388148279023634,3.3034965831272363
2023-02-01,2.047422259693472,2.495422813779078,4.169253520638838,1.7631636106778334,1.5211346879119991,-0.18762286271214892,2.5310227062907815,3.330657193536618,1.3520843418789115,6.934645584222084,2.2945205223473737
2023-03-01,2.0813264849317763,2.2007614285520014,2.8787589148603887,1.8190888477584999,1.4353439842373665,-0.2592121889273275,1.191413383276163,3.3331909538527724,1.549966872680678,5.982291173854918,2.9508263722883132
2023-04-01,1.8594849835718088,2.283197124005919,2.311035690581885,1.7631636106778334,1.8051168476629127,-0.39977142585327935,1.3982833647876975,3.2230941907651394,2.1127856832853604,5.961920942314979,1.3630880228097189
2023-05-01,1.8822807349757191,1.988535738778842,2.253303069385875,2.160063549375915,1.6713787387984569,0.03164706989913091,2.0884650154454656,3.4382201963080967,1.463880149351167,6.079864563532134,1.8525372021268014
2023-06-01,2.4344052857711924,1.432957823239885,1.7614621726699697,1.7352009921375002,2.1028826201500523,-0.005457300960661025,2.5545207978081623,3.021899332251427,1.8011224954007024,5.870015194551761,1.835467544161479
2023-07-01,2.1355472589695452,1.393200679508617,2.2865017002923227,3.965940973357489,2.8402294913407626,-0.5084651229282497,3.852296912919653,2.8838063945388828,3.9858031445273037,8.04216191209274,1.7318889131897863
2023-08-01,1.5920519794040207,2.4574200091991045,3.2156695762867447,2.2719140235372475,3.4530260463721274,-0.7965566997891795,2.524249430943744,2.467485530482213,4.526177645014346,7.88129971631054,1.7167057565853858
2023-09-01,2.1583430103734558,2.5451112503245765,3.002888797869294,1.7352009921375002,6.580067561529058,-0.09748135106707435,2.3241527247792466,3.253311330724436,2.7616912172195534,8.601890242445677,2.276958675367469
2023-10-01,2.9323090625288963,3.014575319273719,2.969690166962846,1.511500043814835,3.4881470155711605,0.48854661307543945,2.601877382042902,3.4709710965835483,2.0292588087847854,7.9766566686281895,4.803023480123442
2023-11-01,2.380184511733423,3.6079865665593402,2.8542249245708264,1.3716869511131689,2.0046898997548483,-0.11850468554025215,1.8891202082967318,3.129462335022906,2.675604493890043,7.157481643139773,2.2331185915135823
2023-12-01,2.3234845350912083,3.221545463375323,3.170144989269571,1.1759486213308366,1.448865860160895,0.15177158293384801,1.751651263495146,2.7599573988373534,2.9320097402458076,6.7189987865930005,1.2333497738407604
2024-01-01,2.915901376927316,2.5012656297618405,4.427440964141572,2.1041383122952486,2.2292389515952706,-0.044444210281791754,1.9963177862338994,4.336667450534897,2.9148484656285327,8.335971627122673,1.8317340402226745
2024-02-01,2.635930238331694,1.393200679508617,4.060172562169791,1.9083999825129159,1.1396143849530878,-0.4897646710372304,1.6051533462992322,3.626612372674616,1.0404211539942534,6.140680016404322,1.542964338059449
2024-03-01,2.547805239055621,1.4756363749625343,3.392410833436725,1.3437243325728356,1.024319336958319,-0.20355563263763957,1.3522097501819146,3.7341753754460947,1.3513794166827435,5.729749805076168,1.05363697497496
2024-04-01,2.3259637376956537,1.0956178862901589,2.4510349232634674,1.7965495083515834,1.6873612071950648,-0.38121924042338334,0.8690687504488969,3.2341787824964605,0.7024738827485503,4.952172365778289,0.9721490830229013
2024-05-01,3.183334381095104,0.9705036391135923,2.253303069385875,1.7685868898112502,1.8348829287957462,-0.43425638120866594,0.9309446127960449,3.521583130219292,0.7044587323591861,5.198000727455127,1.0580190425584766
2024-06-01,1.9617764630218437,0.7582779493404329,1.7614621726699697,1.3157617140325024,1.8508653971923539,-0.2547102349615834,1.1302894199447788,3.2621749571213723,2.0247141103452138,4.868818010953218,0.6236490525739541
2024-07-01,2.3259637376956537,0.3693257638606046,1.9373830046871314,1.9643252195935823,2.0143695871896434,-0.6329433234675876,1.4451088784092445,2.707761155352158,2.579461043211765,5.144212635002026,0.20199395995515215
2024-08-01,1.9704057342517924,0.8009565010630821,1.9951156258831413,1.399649569653502,2.776462300211853,-0.5262804313150793,0.7240746312845103,2.0231684918006323,2.66356291693064,4.85845630970849,0.18738117968039839
2024-09-01,2.547805239055621,0.92899215623103,2.538304859872083,1.9083999825129159,5.350402105060608,-0.45280856663856195,1.0381421907332125,2.864673846310908,0.787280681663593,6.140391744652467,0.4679785568260382
2024-10-01,3.8149546599367015,1.9480218519030574,2.480572238676073,1.7965495083515834,3.007314133014088,-0.1829726422852814,1.2835606124877295,3.626612372674616,1.154201811077145,6.559669463296565,0.6895548672238554
2024-11-01,3.681238157852808,2.938151912635873,2.5628388501616453,1.6846990341902506,1.9661604451871229,-0.45280856663856195,2.180441575243816,3.4165538877639676,2.196312557785935,7.118393215218198,1.0224030968319369
2024-12-01,2.7899632892150534,1.8574092027862037,2.1955704481898652,0.952247673008171,1.0993104939951992,-0.32818209963810074,3.8908453531626357,2.4458192219380837,2.33765722264434,5.96442340401401,0.7629803407699731
